Date,Company,R&D_Spending_USD_Mn,AI_Revenue_USD_Mn,AI_Revenue_Growth_%,Event,Stock_Impact_%
2023-09-05,Google,146.81,129.38,331.26,,-0.22
2023-09-06,Google,147.84,129.71,332.37,,-0.11
2023-09-07,Google,147.74,129.13,330.43,,-0.03
2023-09-08,Google,147.15,128.6,328.65,,-0.63
2023-09-09,Google,147.19,129.54,331.78,,0.23
2023-09-10,Google,147.36,128.11,327.04,,-0.04
2023-09-11,Google,147.81,129.11,330.38,,0.71
2023-09-12,Google,149.55,129.5,331.66,,0.3
2023-09-13,Google,148.71,129.94,333.14,,0.75
2023-09-14,Google,148.71,128.88,329.6,,0.48
2023-09-15,Google,147.85,128.81,329.35,,0.73
2023-09-16,Google,150.27,128.92,329.73,,-0.13
2023-09-17,Google,147.92,128.89,329.62,,0.08
2023-09-18,Google,146.66,129.43,331.42,,0.84
2023-09-19,Google,146.82,128.19,327.3,,0.2
2023-09-20,Google,147.65,128.62,328.74,,-0.86
2023-09-21,Google,147.64,128.65,328.82,,0.02
2023-09-22,Google,147.96,128.6,328.65,,0.88
2023-09-23,Google,148.04,128.67,328.89,,-0.74
2023-09-24,Google,147.46,128.44,328.14,,-0.39
2023-09-25,Google,148.07,129.67,332.23,,0.03
2023-09-26,Google,148.67,128.66,328.85,,-0.71
2023-09-27,Google,146.76,128.85,329.49,,-0.74
2023-09-28,Google,148.7,129.18,330.58,,0.08
2023-09-29,Google,149.45,129.26,330.88,,0.55
2023-09-30,Google,146.2,128.07,326.9,,-0.45
2023-10-01,Google,147.59,128.81,329.36,,0.23
2023-10-02,Google,149.13,128.8,329.33,,-0.8
2023-10-03,Google,149.72,129.18,330.59,,-0.9
2023-10-04,Google,148.53,128.22,327.42,,0.01
2023-10-05,Google,147.4,129.25,330.82,,0.48
2023-10-06,Google,145.45,129.6,332.0,,0.34
2023-10-07,Google,147.14,128.78,329.26,,-0.29
2023-10-08,Google,147.66,128.55,328.5,,-0.77
2023-10-09,Google,148.08,128.97,329.9,,0.33
2023-10-10,Google,150.56,129.31,331.03,,0.33
2023-10-11,Google,147.22,128.65,328.82,AI Ads Optimization upgrade,-2.42
2023-10-12,Google,147.1,129.34,331.14,,-0.96
2023-10-13,Google,146.6,129.4,331.34,,-0.18
2023-10-14,Google,145.38,128.35,327.85,,-0.94
2023-10-15,Google,147.87,129.36,331.2,,-0.55
2023-10-16,Google,148.18,128.72,329.06,,0.7
2023-10-17,Google,147.85,129.3,331.0,,0.78
2023-10-18,Google,146.39,129.63,332.11,,-0.09
2023-10-19,Google,147.51,128.13,327.1,,-0.53
2023-10-20,Google,147.8,128.2,327.33,,-0.75
2023-10-21,Google,149.42,128.68,328.94,,-0.45
2023-10-22,Google,148.32,128.67,328.89,,0.17
2023-10-23,Google,148.67,129.13,330.43,,-0.11
2023-10-24,Google,146.15,128.44,328.15,,0.94
2023-10-25,Google,149.22,128.64,328.81,,0.26
2023-10-26,Google,148.98,129.28,330.94,,0.36
2023-10-27,Google,146.21,128.24,327.45,,0.63
2023-10-28,Google,148.18,129.2,330.66,,0.66
2023-10-29,Google,148.63,129.01,330.04,,0.69
2023-10-30,Google,147.46,128.99,329.96,,-0.93
2023-10-31,Google,146.44,128.75,329.16,,0.52
2023-11-01,Google,146.35,129.46,331.54,,0.18
2023-11-02,Google,146.39,127.97,326.56,,-0.43
2023-11-03,Google,146.75,128.25,327.51,,1.0
2023-11-04,Google,148.24,129.77,332.56,,0.88
2023-11-05,Google,145.37,129.26,330.87,,0.26
2023-11-06,Google,148.92,128.9,329.68,,0.81
2023-11-07,Google,149.63,129.41,331.37,,-0.14
2023-11-08,Google,147.48,129.48,331.61,,0.56
2023-11-09,Google,147.36,129.15,330.49,,0.28
2023-11-10,Google,148.55,128.84,329.47,,0.92
2023-11-11,Google,147.72,128.55,328.5,,-0.7
2023-11-12,Google,148.62,128.48,328.27,,0.86
2023-11-13,Google,147.69,128.09,326.95,,-0.07
2023-11-14,Google,149.15,128.86,329.54,,0.29
2023-11-15,Google,148.47,129.79,332.63,,-0.87
2023-11-16,Google,147.42,128.31,327.69,,-0.27
2023-11-17,Google,147.27,128.37,327.9,,0.7
2023-11-18,Google,149.92,128.68,328.95,,-0.01
2023-11-19,Google,149.0,129.06,330.22,,0.06
2023-11-20,Google,150.32,129.45,331.49,,0.83
2023-11-21,Google,148.34,128.46,328.21,,0.38
2023-11-22,Google,147.21,128.4,328.01,,0.37
2023-11-23,Google,146.37,129.01,330.02,,-0.01
2023-11-24,Google,148.72,128.75,329.18,,-0.58
2023-11-25,Google,146.89,130.22,334.08,,-0.99
2023-11-26,Google,148.21,129.11,330.36,,0.72
2023-11-27,Google,149.22,128.28,327.61,,0.53
2023-11-28,Google,148.14,128.38,327.92,,-0.95
2023-11-29,Google,149.32,129.05,330.16,,-0.88
2023-11-30,Google,149.54,129.11,330.38,,-0.64
2023-12-01,Google,147.03,129.14,330.46,,0.63
2023-12-02,Google,148.36,129.31,331.02,,0.11
2023-12-03,Google,149.2,129.08,330.26,,-0.87
2023-12-04,Google,149.63,128.77,329.24,,0.84
2023-12-05,Google,148.77,128.6,328.68,,-0.4
2023-12-06,Google,146.59,129.17,330.55,Gemini AI release,5.8
2023-12-07,Google,148.11,129.26,330.88,,-0.14
2023-12-08,Google,149.1,128.95,329.83,,-0.15
2023-12-09,Google,147.94,128.72,329.06,,-0.49
2023-12-10,Google,148.45,129.31,331.03,,-0.54
2023-12-11,Google,148.88,128.77,329.22,,0.68
2023-12-12,Google,146.89,129.34,331.14,,-0.38
2023-12-13,Google,147.58,129.37,331.24,,0.77
2023-12-14,Google,149.18,128.81,329.35,,-0.32
2023-12-15,Google,148.78,129.64,332.13,,-0.49
2023-12-16,Google,149.03,129.65,332.17,,-0.6
2023-12-17,Google,147.7,129.33,331.11,,0.87
2023-12-18,Google,148.25,128.54,328.46,,-0.92
2023-12-19,Google,148.94,129.24,330.8,,-0.21
2023-12-20,Google,147.88,129.94,333.13,,-0.31
2023-12-21,Google,147.91,128.2,327.32,,0.85
2023-12-22,Google,148.45,128.67,328.9,,0.56
2023-12-23,Google,150.39,128.84,329.46,,0.02
2023-12-24,Google,145.17,129.22,330.74,,0.14
2023-12-25,Google,147.75,129.28,330.94,,-0.1
2023-12-26,Google,147.1,128.2,327.33,,-0.82
2023-12-27,Google,148.29,128.9,329.67,,-0.52
2023-12-28,Google,146.77,128.63,328.77,,-0.74
2023-12-29,Google,147.81,129.18,330.59,,-0.99
2023-12-30,Google,148.16,129.58,331.93,,0.31
2023-12-31,Google,149.94,128.79,329.3,,0.58
2024-01-01,Google,159.88,155.23,417.43,,-0.81
2024-01-02,Google,158.5,155.12,417.07,,-0.13
2024-01-03,Google,159.62,154.85,416.15,,-0.48
2024-01-04,Google,158.01,154.04,413.45,,0.15
2024-01-05,Google,159.6,154.54,415.14,,0.59
2024-01-06,Google,159.92,154.06,413.54,,0.29
2024-01-07,Google,158.53,154.95,416.5,,-0.3
2024-01-08,Google,158.86,153.89,412.95,,0.67
2024-01-09,Google,159.03,154.66,415.54,,-0.32
2024-01-10,Google,159.01,154.91,416.35,,0.16
2024-01-11,Google,158.83,155.47,418.23,,0.06
2024-01-12,Google,158.62,154.15,413.83,,0.64
2024-01-13,Google,158.72,155.96,419.88,,0.56
2024-01-14,Google,160.7,155.21,417.38,,0.59
2024-01-15,Google,158.83,154.83,416.1,,-0.54
2024-01-16,Google,160.43,155.13,417.09,,0.92
2024-01-17,Google,158.98,153.62,412.05,,-0.2
2024-01-18,Google,160.95,154.83,416.09,,0.3
2024-01-19,Google,159.87,154.89,416.3,,0.64
2024-01-20,Google,160.76,154.36,414.52,,-0.91
2024-01-21,Google,160.48,154.92,416.39,,-0.05
2024-01-22,Google,160.12,154.57,415.25,,-0.83
2024-01-23,Google,159.25,155.39,417.98,,-0.44
2024-01-24,Google,161.59,154.89,416.28,,0.66
2024-01-25,Google,160.62,153.92,413.06,,0.13
2024-01-26,Google,159.78,154.88,416.25,,0.82
2024-01-27,Google,160.42,154.51,415.04,,0.8
2024-01-28,Google,159.68,154.69,415.63,,-0.91
2024-01-29,Google,158.57,154.3,414.33,,-0.27
2024-01-30,Google,158.44,154.63,415.43,,-0.23
2024-01-31,Google,159.66,154.33,414.44,,0.21
2024-02-01,Google,159.25,155.66,418.86,,-0.66
2024-02-02,Google,159.38,155.22,417.39,,-0.22
2024-02-03,Google,159.96,154.19,413.95,,0.42
2024-02-04,Google,160.53,154.96,416.54,,-0.73
2024-02-05,Google,161.45,153.92,413.06,,0.65
2024-02-06,Google,160.64,154.8,416.0,,0.88
2024-02-07,Google,158.99,155.44,418.13,,-0.86
2024-02-08,Google,159.62,153.11,410.38,,-0.53
2024-02-09,Google,159.38,154.34,414.45,,0.93
2024-02-10,Google,160.14,154.4,414.67,,-0.97
2024-02-11,Google,157.05,155.1,417.0,,0.45
2024-02-12,Google,161.28,154.46,414.88,,-0.51
2024-02-13,Google,161.97,154.82,416.05,,-0.85
2024-02-14,Google,161.14,154.25,414.15,,0.07
2024-02-15,Google,159.29,154.36,414.52,,-0.67
2024-02-16,Google,161.11,154.12,413.73,,-0.43
2024-02-17,Google,160.63,154.95,416.5,,0.04
2024-02-18,Google,159.35,155.87,419.55,,0.1
2024-02-19,Google,160.32,154.97,416.57,,-0.36
2024-02-20,Google,159.24,154.7,415.67,,0.43
2024-02-21,Google,159.16,155.76,419.18,,0.0
2024-02-22,Google,158.14,155.39,417.97,,0.35
2024-02-23,Google,159.19,154.79,415.96,,-0.98
2024-02-24,Google,160.83,155.1,417.0,,-0.9
2024-02-25,Google,159.27,154.68,415.6,,0.77
2024-02-26,Google,158.39,154.63,415.43,,0.82
2024-02-27,Google,160.8,154.86,416.2,,0.42
2024-02-28,Google,159.32,154.25,414.16,,0.08
2024-02-29,Google,160.68,155.45,418.16,,-0.81
2024-03-01,Google,160.24,154.85,416.16,,0.08
2024-03-02,Google,162.79,154.54,415.15,,-0.59
2024-03-03,Google,160.72,155.44,418.14,,-1.0
2024-03-04,Google,160.0,155.28,417.58,,-0.14
2024-03-05,Google,160.21,154.97,416.55,,0.45
2024-03-06,Google,161.63,154.21,414.04,,-0.67
2024-03-07,Google,160.16,154.84,416.13,,0.14
2024-03-08,Google,161.28,154.77,415.89,,0.83
2024-03-09,Google,158.95,155.68,418.94,,1.0
2024-03-10,Google,162.25,155.0,416.66,,0.03
2024-03-11,Google,160.51,154.77,415.89,,1.0
2024-03-12,Google,160.49,154.33,414.45,,-0.45
2024-03-13,Google,159.01,154.51,415.03,,0.65
2024-03-14,Google,159.34,154.85,416.18,,-0.36
2024-03-15,Google,159.79,154.51,415.03,,0.72
2024-03-16,Google,161.99,155.94,419.8,,-0.42
2024-03-17,Google,160.06,154.35,414.49,,-0.15
2024-03-18,Google,158.94,154.7,415.66,,-0.87
2024-03-19,Google,159.96,155.03,416.76,,0.06
2024-03-20,Google,159.98,154.91,416.38,,-0.71
2024-03-21,Google,162.13,154.74,415.79,,0.8
2024-03-22,Google,159.29,155.08,416.93,,0.24
2024-03-23,Google,160.3,155.25,417.5,,-0.52
2024-03-24,Google,157.74,154.3,414.34,,-0.18
2024-03-25,Google,159.91,154.94,416.45,,0.06
2024-03-26,Google,159.54,155.23,417.45,,-0.38
2024-03-27,Google,159.84,155.02,416.74,AI-powered search update,0.3
2024-03-28,Google,160.35,155.12,417.08,,0.23
2024-03-29,Google,158.98,154.33,414.42,,-0.51
2024-03-30,Google,159.1,155.42,418.06,,-0.22
2024-03-31,Google,160.31,155.82,419.39,,0.93
2024-04-01,Google,158.99,154.67,415.58,,0.01
2024-04-02,Google,160.15,153.97,413.23,,0.12
2024-04-03,Google,160.18,154.58,415.27,,-0.3
2024-04-04,Google,159.45,153.89,412.98,,0.76
2024-04-05,Google,158.95,153.79,412.65,,0.81
2024-04-06,Google,159.14,155.09,416.97,,0.08
2024-04-07,Google,159.72,155.5,418.33,,0.05
2024-04-08,Google,158.9,155.17,417.25,,0.76
2024-04-09,Google,159.92,154.49,414.97,,-0.48
2024-04-10,Google,158.93,153.63,412.1,,0.98
2024-04-11,Google,160.71,154.96,416.53,,0.05
2024-04-12,Google,160.28,153.85,412.83,,0.0
2024-04-13,Google,157.78,154.88,416.27,,0.6
2024-04-14,Google,159.86,153.96,413.2,,-0.98
2024-04-15,Google,159.09,154.23,414.11,,-0.49
2024-04-16,Google,160.4,154.44,414.81,,0.27
2024-04-17,Google,159.47,155.01,416.7,,0.7
2024-04-18,Google,161.09,153.64,412.14,,0.89
2024-04-19,Google,159.13,153.55,411.83,,-0.14
2024-04-20,Google,158.6,154.64,415.48,,-0.99
2024-04-21,Google,161.12,154.69,415.65,,0.38
2024-04-22,Google,161.82,155.39,417.97,,0.7
2024-04-23,Google,159.69,154.07,413.58,,-0.32
2024-04-24,Google,158.43,153.98,413.27,,0.85
2024-04-25,Google,157.84,154.28,414.26,,-0.66
2024-04-26,Google,161.33,154.87,416.25,,-0.86
2024-04-27,Google,160.02,155.28,417.61,,-0.75
2024-04-28,Google,159.34,155.0,416.66,,0.49
2024-04-29,Google,160.88,154.2,414.01,,0.47
2024-04-30,Google,158.32,154.63,415.42,,-0.94
2024-05-01,Google,159.32,153.46,411.52,,0.93
2024-05-02,Google,159.07,154.83,416.11,,0.31
2024-05-03,Google,159.54,154.46,414.86,,0.22
2024-05-04,Google,159.95,155.07,416.89,,0.4
2024-05-05,Google,159.08,155.53,418.44,,-0.46
2024-05-06,Google,159.05,153.74,412.48,,-0.98
2024-05-07,Google,160.81,154.71,415.71,,0.3
2024-05-08,Google,160.63,154.58,415.26,,0.81
2024-05-09,Google,160.45,155.31,417.7,,0.75
2024-05-10,Google,158.93,153.73,412.45,,-0.71
2024-05-11,Google,161.49,153.76,412.55,,-0.85
2024-05-12,Google,158.59,155.29,417.62,,0.46
2024-05-13,Google,159.17,154.98,416.61,,-0.39
2024-05-14,Google,159.46,155.29,417.64,,-0.6
2024-05-15,Google,159.3,154.43,414.77,,-0.58
2024-05-16,Google,159.18,154.62,415.41,,0.34
2024-05-17,Google,159.9,155.3,417.68,,-0.62
2024-05-18,Google,158.39,154.52,415.05,,0.99
2024-05-19,Google,160.28,154.0,413.35,,0.15
2024-05-20,Google,160.31,155.04,416.79,,-0.03
2024-05-21,Google,158.73,154.3,414.32,,0.75
2024-05-22,Google,160.11,155.2,417.32,,-0.89
2024-05-23,Google,161.39,155.18,417.26,,-0.27
2024-05-24,Google,160.83,155.77,419.22,,-0.04
2024-05-25,Google,160.3,153.72,412.41,,-0.46
2024-05-26,Google,159.54,154.83,416.1,,-0.1
2024-05-27,Google,161.62,154.48,414.93,,0.11
2024-05-28,Google,160.37,154.43,414.77,,0.8
2024-05-29,Google,160.38,154.51,415.04,,-0.06
2024-05-30,Google,159.33,155.43,418.09,,-0.57
2024-05-31,Google,157.58,155.33,417.77,AI speech recognition release,-1.48
2024-06-01,Google,158.27,154.91,416.38,,-0.58
2024-06-02,Google,159.68,154.26,414.19,,0.06
2024-06-03,Google,160.51,154.28,414.25,,0.31
2024-06-04,Google,159.97,154.72,415.74,,0.95
2024-06-05,Google,161.12,154.94,416.46,,-0.84
2024-06-06,Google,161.01,154.58,415.28,,-0.26
2024-06-07,Google,159.99,155.87,419.56,,-0.94
2024-06-08,Google,159.2,154.21,414.02,,-0.66
2024-06-09,Google,158.5,154.41,414.71,,-0.11
2024-06-10,Google,160.77,155.23,417.42,,-0.62
2024-06-11,Google,159.2,154.53,415.11,,0.8
2024-06-12,Google,160.35,154.71,415.7,,-0.39
2024-06-13,Google,159.39,155.03,416.77,,0.27
2024-06-14,Google,161.07,155.83,419.44,,0.99
2024-06-15,Google,160.5,153.76,412.55,,-0.25
2024-06-16,Google,162.52,155.88,419.61,,0.28
2024-06-17,Google,158.25,155.05,416.84,,0.29
2024-06-18,Google,159.66,155.18,417.27,,-0.02
2024-06-19,Google,158.48,154.95,416.51,,-0.67
2024-06-20,Google,160.48,154.18,413.94,,-0.28
2024-06-21,Google,158.31,154.84,416.15,,-0.99
2024-06-22,Google,159.89,154.45,414.83,,-0.98
2024-06-23,Google,160.35,154.65,415.51,,0.78
2024-06-24,Google,160.39,154.76,415.85,,0.96
2024-06-25,Google,160.61,155.1,417.01,,0.48
2024-06-26,Google,161.08,155.36,417.86,,-0.72
2024-06-27,Google,161.24,155.04,416.79,,-0.47
2024-06-28,Google,159.59,153.7,412.32,,0.14
2024-06-29,Google,160.14,155.06,416.87,,0.91
2024-06-30,Google,160.53,154.81,416.03,,0.41
2024-07-01,Google,158.91,154.38,414.59,,-0.62
2024-07-02,Google,161.77,154.46,414.87,,-0.12
2024-07-03,Google,159.47,154.24,414.14,,0.53
2024-07-04,Google,158.97,154.43,414.77,,0.96
2024-07-05,Google,159.66,154.84,416.15,,0.36
2024-07-06,Google,158.53,154.62,415.4,,-0.59
2024-07-07,Google,160.22,154.74,415.8,,0.56
2024-07-08,Google,159.63,153.69,412.29,,0.33
2024-07-09,Google,160.66,154.77,415.9,,0.37
2024-07-10,Google,159.9,154.54,415.13,,0.13
2024-07-11,Google,159.89,155.3,417.68,,0.91
2024-07-12,Google,159.83,155.37,417.9,,0.82
2024-07-13,Google,159.38,155.07,416.9,,0.9
2024-07-14,Google,160.37,155.13,417.08,,-0.02
2024-07-15,Google,161.45,154.69,415.63,,0.56
2024-07-16,Google,160.83,155.12,417.05,,0.75
2024-07-17,Google,159.74,155.17,417.24,,-0.66
2024-07-18,Google,159.39,154.89,416.31,,-0.24
2024-07-19,Google,160.95,154.52,415.08,,0.11
2024-07-20,Google,160.04,154.83,416.1,,0.72
2024-07-21,Google,159.49,155.07,416.91,,0.67
2024-07-22,Google,161.21,155.48,418.25,,-0.23
2024-07-23,Google,160.13,154.94,416.47,,-0.57
2024-07-24,Google,160.51,155.11,417.02,,-0.73
2024-07-25,Google,159.81,154.75,415.84,,0.46
2024-07-26,Google,161.4,154.97,416.55,,-0.97
2024-07-27,Google,160.53,155.3,417.68,,-0.52
2024-07-28,Google,159.96,154.87,416.24,,0.47
2024-07-29,Google,159.45,155.24,417.47,,0.96
2024-07-30,Google,159.57,155.23,417.44,,0.55
2024-07-31,Google,163.83,154.99,416.62,,-0.68
2024-08-01,Google,160.08,154.32,414.41,,0.5
2024-08-02,Google,159.78,154.55,415.15,,-0.49
2024-08-03,Google,159.95,154.61,415.36,,-0.21
2024-08-04,Google,159.58,154.98,416.6,,0.81
2024-08-05,Google,158.76,154.31,414.36,,0.16
2024-08-06,Google,160.27,154.1,413.66,,-0.01
2024-08-07,Google,159.71,155.03,416.77,AI-powered search update,0.01
2024-08-08,Google,159.51,154.33,414.44,,-0.21
2024-08-09,Google,159.1,155.81,419.37,,0.61
2024-08-10,Google,159.51,154.99,416.64,,-0.36
2024-08-11,Google,160.33,154.53,415.11,,-0.17
2024-08-12,Google,158.85,154.22,414.05,,0.97
2024-08-13,Google,159.39,154.08,413.6,,0.2
2024-08-14,Google,160.55,154.76,415.87,,0.64
2024-08-15,Google,160.92,154.95,416.49,,0.19
2024-08-16,Google,158.96,155.72,419.08,,0.35
2024-08-17,Google,159.88,154.68,415.58,,-0.24
2024-08-18,Google,159.93,155.53,418.44,,0.37
2024-08-19,Google,159.07,154.25,414.16,,0.97
2024-08-20,Google,159.98,154.13,413.78,,-0.71
2024-08-21,Google,159.52,155.48,418.26,,-0.93
2024-08-22,Google,159.88,154.32,414.41,,0.61
2024-08-23,Google,159.36,154.48,414.92,AI partnership deal,2.89
2024-08-24,Google,158.93,154.7,415.68,,0.66
2024-08-25,Google,159.24,155.72,419.08,,0.53
2024-08-26,Google,161.04,154.49,414.96,,-0.7
2024-08-27,Google,159.11,154.75,415.85,,-0.2
2024-08-28,Google,160.27,155.77,419.22,,0.57
2024-08-29,Google,160.42,153.9,413.02,,0.87
2024-08-30,Google,160.18,155.01,416.7,,-0.21
2024-08-31,Google,158.69,154.31,414.36,,0.51
2024-09-01,Google,158.65,155.18,417.26,,0.37
2024-09-02,Google,158.99,154.58,415.25,,-0.16
2024-09-03,Google,160.2,155.43,418.11,,0.72
2024-09-04,Google,161.82,154.34,414.46,,-0.03
2024-09-05,Google,160.21,154.59,415.31,,-0.7
2024-09-06,Google,158.58,154.91,416.35,,-0.04
2024-09-07,Google,160.81,155.21,417.36,,0.83
2024-09-08,Google,158.96,155.29,417.64,,0.18
2024-09-09,Google,161.46,154.05,413.5,,0.71
2024-09-10,Google,160.24,155.33,417.78,,0.19
2024-09-11,Google,160.77,154.76,415.88,,-0.52
2024-09-12,Google,161.91,154.36,414.53,,-0.05
2024-09-13,Google,157.74,154.78,415.93,,0.36
2024-09-14,Google,159.64,155.33,417.75,,0.34
2024-09-15,Google,161.03,154.87,416.22,,-0.89
2024-09-16,Google,160.41,154.49,414.95,,-0.05
2024-09-17,Google,159.82,154.65,415.49,,0.04
2024-09-18,Google,159.47,154.35,414.51,,-0.38
2024-09-19,Google,160.79,154.91,416.38,,0.43
2024-09-20,Google,160.57,154.64,415.48,,0.98
2024-09-21,Google,160.47,154.78,415.95,,0.3
2024-09-22,Google,160.29,155.61,418.72,,-0.3
2024-09-23,Google,158.64,154.27,414.24,,0.06
2024-09-24,Google,158.74,153.71,412.36,,0.45
2024-09-25,Google,159.17,153.53,411.76,,0.02
2024-09-26,Google,158.48,154.85,416.18,,-0.89
2024-09-27,Google,160.88,154.38,414.61,,-0.65
2024-09-28,Google,160.26,154.34,414.47,,0.03
2024-09-29,Google,160.39,155.07,416.9,,-0.94
2024-09-30,Google,160.32,155.23,417.45,,-0.92
2024-10-01,Google,159.43,155.66,418.86,,-0.09
2024-10-02,Google,160.96,154.62,415.4,,0.7
2024-10-03,Google,160.47,154.47,414.91,,-0.72
2024-10-04,Google,159.35,155.02,416.73,,0.2
2024-10-05,Google,159.56,154.15,413.85,,-0.51
2024-10-06,Google,158.05,155.38,417.92,,-0.35
2024-10-07,Google,160.22,155.0,416.68,AI-powered search update,-0.54
2024-10-08,Google,158.32,154.3,414.32,,-0.64
2024-10-09,Google,160.17,154.8,416.01,,-0.05
2024-10-10,Google,161.4,155.35,417.83,,0.82
2024-10-11,Google,161.65,155.07,416.9,,0.48
2024-10-12,Google,160.08,154.86,416.2,,0.1
2024-10-13,Google,158.1,154.4,414.66,,0.45
2024-10-14,Google,159.56,155.21,417.37,,-0.63
2024-10-15,Google,159.62,154.89,416.31,,-0.49
2024-10-16,Google,159.31,154.7,415.65,,-0.96
2024-10-17,Google,159.94,154.58,415.28,,-0.96
2024-10-18,Google,161.18,153.91,413.03,,-0.56
2024-10-19,Google,160.13,155.0,416.65,,0.85
2024-10-20,Google,161.37,154.88,416.26,,-0.4
2024-10-21,Google,159.74,154.93,416.43,,-0.05
2024-10-22,Google,161.11,154.71,415.7,,-0.19
2024-10-23,Google,158.73,154.54,415.13,,-0.03
2024-10-24,Google,159.33,155.4,418.01,,-0.72
2024-10-25,Google,160.79,154.65,415.49,,0.33
2024-10-26,Google,160.14,155.16,417.21,,0.0
2024-10-27,Google,159.91,154.42,414.73,,0.69
2024-10-28,Google,161.04,154.88,416.27,,-0.23
2024-10-29,Google,159.89,154.48,414.94,,0.41
2024-10-30,Google,160.03,154.51,415.04,,0.55
2024-10-31,Google,161.26,155.96,419.85,,0.27
2024-11-01,Google,162.04,154.58,415.26,,0.48
2024-11-02,Google,160.29,154.13,413.77,,-0.48
2024-11-03,Google,161.13,153.81,412.72,,-0.99
2024-11-04,Google,160.22,154.84,416.14,,0.46
2024-11-05,Google,159.0,155.28,417.6,,0.22
2024-11-06,Google,161.19,155.05,416.82,,-0.84
2024-11-07,Google,158.21,155.88,419.58,,-0.34
2024-11-08,Google,159.53,155.44,418.13,,-0.65
2024-11-09,Google,158.75,154.46,414.88,,0.64
2024-11-10,Google,160.51,154.98,416.59,,0.52
2024-11-11,Google,160.63,155.02,416.74,,0.75
2024-11-12,Google,160.31,155.21,417.37,,-0.61
2024-11-13,Google,160.75,155.52,418.39,,-0.02
2024-11-14,Google,161.36,154.77,415.91,,-0.72
2024-11-15,Google,159.14,154.66,415.53,,-0.34
2024-11-16,Google,158.14,154.9,416.34,,-0.57
2024-11-17,Google,160.1,155.59,418.63,,-0.62
2024-11-18,Google,159.45,154.5,415.01,,-0.5
2024-11-19,Google,161.17,154.01,413.38,,-0.54
2024-11-20,Google,161.17,154.89,416.31,,0.97
2024-11-21,Google,159.96,154.26,414.19,,0.76
2024-11-22,Google,159.28,155.28,417.62,,0.16
2024-11-23,Google,159.16,155.94,419.79,,-0.98
2024-11-24,Google,158.0,155.17,417.24,,0.77
2024-11-25,Google,159.45,155.66,418.86,,0.59
2024-11-26,Google,161.04,155.02,416.72,,0.31
2024-11-27,Google,158.01,155.72,419.06,,0.07
2024-11-28,Google,160.62,154.78,415.94,,0.48
2024-11-29,Google,161.17,155.86,419.54,,0.22
2024-11-30,Google,159.17,155.05,416.82,,0.39
2024-12-01,Google,159.33,154.07,413.58,,-0.55
2024-12-02,Google,160.95,154.85,416.16,,-0.79
2024-12-03,Google,161.75,154.65,415.52,,0.54
2024-12-04,Google,157.41,154.88,416.25,,0.85
2024-12-05,Google,158.94,155.09,416.97,,-0.85
2024-12-06,Google,158.34,155.86,419.55,,-0.4
2024-12-07,Google,160.98,154.43,414.75,,0.5
2024-12-08,Google,160.05,155.09,416.98,,-0.03
2024-12-09,Google,159.39,154.79,415.97,,-0.78
2024-12-10,Google,158.98,154.28,414.25,,-0.62
2024-12-11,Google,161.3,155.09,416.97,,-0.16
2024-12-12,Google,159.92,154.96,416.55,,0.83
2024-12-13,Google,160.85,154.06,413.52,,0.75
2024-12-14,Google,159.11,154.43,414.77,,-0.7
2024-12-15,Google,159.53,155.64,418.8,,-0.96
2024-12-16,Google,161.67,154.8,415.99,,-0.25
2024-12-17,Google,158.11,154.18,413.94,,0.85
2024-12-18,Google,159.81,154.86,416.19,,-0.22
2024-12-19,Google,160.63,154.15,413.82,,0.77
2024-12-20,Google,159.63,153.95,413.17,,0.05
2024-12-21,Google,160.79,154.79,415.96,,-0.93
2024-12-22,Google,160.59,154.55,415.16,,0.93
2024-12-23,Google,161.46,155.17,417.23,,0.35
2024-12-24,Google,159.13,154.17,413.89,,0.97
2024-12-25,Google,158.72,153.82,412.74,,-0.0
2024-12-26,Google,160.16,154.46,414.87,,0.92
2024-12-27,Google,162.16,155.36,417.88,,-0.46
2024-12-28,Google,159.69,154.47,414.89,,-0.48
2024-12-29,Google,161.69,154.59,415.31,,0.72
2024-12-30,Google,158.48,155.05,416.84,,-0.17
2024-12-31,Google,159.48,154.77,415.9,,-0.9
2015-01-01,Meta,50.39,18.95,-5.23,,-0.42
2015-01-02,Meta,49.8,19.77,-1.16,,0.63
2015-01-03,Meta,49.09,19.96,-0.21,,0.73
2015-01-04,Meta,50.66,20.48,2.38,,-0.26
